has_hangul_pdf	versions	page_count_match	render_self_pass	cheap_ok	expected_verdict_class
0	2010+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2010+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2010+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2010+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2010+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2010+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2010+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2010+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2010+2024	1	1	1	ORACLE_TRUSTED
0	2018+2020	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018+2020	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020	1	0	0	ORACLE_CHEAP_FAIL
1	2018+2020	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2018+2020	1	1	0	ORACLE_CHEAP_FAIL
1	2018+2020	1	1	1	ORACLE_TRUSTED
0	2018+2022	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018+2022	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022	1	0	0	ORACLE_CHEAP_FAIL
1	2018+2022	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2018+2022	1	1	0	ORACLE_CHEAP_FAIL
1	2018+2022	1	1	1	ORACLE_TRUSTED
0	2018+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2018+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2018+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2018+2024	1	1	1	ORACLE_TRUSTED
0	2020+2022	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2020+2022	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022	1	0	0	ORACLE_CHEAP_FAIL
1	2020+2022	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2020+2022	1	1	0	ORACLE_CHEAP_FAIL
1	2020+2022	1	1	1	ORACLE_TRUSTED
0	2020+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2020+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2020+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2020+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2020+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2020+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2020+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2020+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2020+2024	1	1	1	ORACLE_TRUSTED
0	2022+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2022+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2022+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2022+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2022+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2022+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2022+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2022+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2022+2024	1	1	1	ORACLE_TRUSTED
0	2018+2020+2022	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018+2020+2022	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022	1	0	0	ORACLE_CHEAP_FAIL
1	2018+2020+2022	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2018+2020+2022	1	1	0	ORACLE_CHEAP_FAIL
1	2018+2020+2022	1	1	1	ORACLE_TRUSTED
0	2018+2020+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018+2020+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2018+2020+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2018+2020+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2018+2020+2024	1	1	1	ORACLE_TRUSTED
0	2018+2022+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2022+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018+2022+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2022+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2018+2022+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2018+2022+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2018+2022+2024	1	1	1	ORACLE_TRUSTED
0	2020+2022+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020+2022+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2020+2022+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2020+2022+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2020+2022+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2020+2022+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2020+2022+2024	1	1	1	ORACLE_TRUSTED
0	2010+2018+2020+2022+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2018+2020+2022+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2018+2020+2022+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2018+2020+2022+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2018+2020+2022+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2018+2020+2022+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2018+2020+2022+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010+2018+2020+2022+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2010+2018+2020+2022+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2010+2018+2020+2022+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2010+2018+2020+2022+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2010+2018+2020+2022+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2010+2018+2020+2022+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2010+2018+2020+2022+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2010+2018+2020+2022+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2010+2018+2020+2022+2024	1	1	1	ORACLE_TRUSTED
0	2018+2020+2022+2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022+2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022+2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022+2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022+2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022+2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022+2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018+2020+2022+2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018+2020+2022+2024	0	0	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022+2024	0	0	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022+2024	0	1	0	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022+2024	0	1	1	ORACLE_PAGECOUNT_MISMATCH
1	2018+2020+2022+2024	1	0	0	ORACLE_CHEAP_FAIL
1	2018+2020+2022+2024	1	0	1	ORACLE_BLOCKED_BY_SELF
1	2018+2020+2022+2024	1	1	0	ORACLE_CHEAP_FAIL
1	2018+2020+2022+2024	1	1	1	ORACLE_TRUSTED
0	2010!2018	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2018	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2018	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2018	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2018	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2018	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2018	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2018	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2010!2018	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2018	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2018	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2018	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2010!2018	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2018	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2018	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2018	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2010!2020	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2010!2020	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2020	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2010!2020	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2020	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2010!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2010!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2010!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2018!2020	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018!2020	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2018!2022	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2022	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2022	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2022	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2022	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2022	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2022	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2022	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018!2022	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2022	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2022	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2022	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2018!2022	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2022	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2022	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2022	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2018!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2018!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2020!2022	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2020!2022	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2020!2022	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2020!2022	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2020!2022	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2020!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2020!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2020!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2020!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2020!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2020!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2020!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2020!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2020!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2022!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2022!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2022!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2022!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2022!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2022!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2022!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2022!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
