check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class
inspect-hidden	inspect-watermark	0	1	0	SHADOW_B_ONLY
inspect-hidden	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
inspect-hidden	replay	1	1	1	JOINT_PASS
inspect-hidden	replay	1	0	0	SHADOW_A_ONLY
inspect-hidden	replay	0	1	0	SHADOW_B_ONLY
inspect-hidden	replay	0	0	0	JOINT_BOTH_FAIL
inspect-hidden	audit	1	1	1	JOINT_PASS
inspect-hidden	audit	1	0	0	SHADOW_A_ONLY
inspect-hidden	audit	0	1	0	SHADOW_B_ONLY
inspect-hidden	audit	0	0	0	JOINT_BOTH_FAIL
inspect-hidden	lineage	1	1	1	JOINT_PASS
inspect-hidden	lineage	1	0	0	SHADOW_A_ONLY
inspect-hidden	lineage	0	1	0	SHADOW_B_ONLY
inspect-hidden	lineage	0	0	0	JOINT_BOTH_FAIL
inspect-hidden	csv-to-table-verify	1	1	1	JOINT_PASS
inspect-hidden	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
inspect-hidden	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
inspect-hidden	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
inspect-hidden	sanitize-verify	1	1	1	JOINT_PASS
inspect-hidden	sanitize-verify	1	0	0	SHADOW_A_ONLY
inspect-hidden	sanitize-verify	0	1	0	SHADOW_B_ONLY
inspect-hidden	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
inspect-injection	ir-diff	1	1	1	JOINT_PASS
inspect-injection	ir-diff	1	0	0	SHADOW_A_ONLY
inspect-injection	ir-diff	0	1	0	SHADOW_B_ONLY
inspect-injection	ir-diff	0	0	0	JOINT_BOTH_FAIL
inspect-injection	verify-pages	1	1	1	JOINT_PASS
inspect-injection	verify-pages	1	0	0	SHADOW_A_ONLY
inspect-injection	verify-pages	0	1	0	SHADOW_B_ONLY
inspect-injection	verify-pages	0	0	0	JOINT_BOTH_FAIL
inspect-injection	fill-verify	1	1	1	JOINT_PASS
inspect-injection	fill-verify	1	0	0	SHADOW_A_ONLY
inspect-injection	fill-verify	0	1	0	SHADOW_B_ONLY
inspect-injection	fill-verify	0	0	0	JOINT_BOTH_FAIL
inspect-injection	layout-anomaly	1	1	1	JOINT_PASS
inspect-injection	layout-anomaly	1	0	0	SHADOW_A_ONLY
inspect-injection	layout-anomaly	0	1	0	SHADOW_B_ONLY
inspect-injection	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
inspect-injection	render-diff	1	1	1	JOINT_PASS
inspect-injection	render-diff	1	0	0	SHADOW_A_ONLY
inspect-injection	render-diff	0	1	0	SHADOW_B_ONLY
inspect-injection	render-diff	0	0	0	JOINT_BOTH_FAIL
inspect-injection	dump-pages	1	1	1	JOINT_PASS
inspect-injection	dump-pages	1	0	0	SHADOW_A_ONLY
inspect-injection	dump-pages	0	1	0	SHADOW_B_ONLY
inspect-injection	dump-pages	0	0	0	JOINT_BOTH_FAIL
inspect-injection	info	1	1	1	JOINT_PASS
inspect-injection	info	1	0	0	SHADOW_A_ONLY
inspect-injection	info	0	1	0	SHADOW_B_ONLY
inspect-injection	info	0	0	0	JOINT_BOTH_FAIL
inspect-injection	inspect-hidden	1	1	1	JOINT_PASS
inspect-injection	inspect-hidden	1	0	0	SHADOW_A_ONLY
inspect-injection	inspect-hidden	0	1	0	SHADOW_B_ONLY
inspect-injection	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
inspect-injection	inspect-unicode	1	1	1	JOINT_PASS
inspect-injection	inspect-unicode	1	0	0	SHADOW_A_ONLY
inspect-injection	inspect-unicode	0	1	0	SHADOW_B_ONLY
inspect-injection	inspect-unicode	0	0	0	JOINT_BOTH_FAIL
inspect-injection	inspect-watermark	1	1	1	JOINT_PASS
inspect-injection	inspect-watermark	1	0	0	SHADOW_A_ONLY
inspect-injection	inspect-watermark	0	1	0	SHADOW_B_ONLY
inspect-injection	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
inspect-injection	replay	1	1	1	JOINT_PASS
inspect-injection	replay	1	0	0	SHADOW_A_ONLY
inspect-injection	replay	0	1	0	SHADOW_B_ONLY
inspect-injection	replay	0	0	0	JOINT_BOTH_FAIL
inspect-injection	audit	1	1	1	JOINT_PASS
inspect-injection	audit	1	0	0	SHADOW_A_ONLY
inspect-injection	audit	0	1	0	SHADOW_B_ONLY
inspect-injection	audit	0	0	0	JOINT_BOTH_FAIL
inspect-injection	lineage	1	1	1	JOINT_PASS
inspect-injection	lineage	1	0	0	SHADOW_A_ONLY
inspect-injection	lineage	0	1	0	SHADOW_B_ONLY
inspect-injection	lineage	0	0	0	JOINT_BOTH_FAIL
inspect-injection	csv-to-table-verify	1	1	1	JOINT_PASS
inspect-injection	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
inspect-injection	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
inspect-injection	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
inspect-injection	sanitize-verify	1	1	1	JOINT_PASS
inspect-injection	sanitize-verify	1	0	0	SHADOW_A_ONLY
inspect-injection	sanitize-verify	0	1	0	SHADOW_B_ONLY
inspect-injection	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	ir-diff	1	1	1	JOINT_PASS
inspect-unicode	ir-diff	1	0	0	SHADOW_A_ONLY
inspect-unicode	ir-diff	0	1	0	SHADOW_B_ONLY
inspect-unicode	ir-diff	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	verify-pages	1	1	1	JOINT_PASS
inspect-unicode	verify-pages	1	0	0	SHADOW_A_ONLY
inspect-unicode	verify-pages	0	1	0	SHADOW_B_ONLY
inspect-unicode	verify-pages	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	fill-verify	1	1	1	JOINT_PASS
inspect-unicode	fill-verify	1	0	0	SHADOW_A_ONLY
inspect-unicode	fill-verify	0	1	0	SHADOW_B_ONLY
inspect-unicode	fill-verify	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	layout-anomaly	1	1	1	JOINT_PASS
inspect-unicode	layout-anomaly	1	0	0	SHADOW_A_ONLY
inspect-unicode	layout-anomaly	0	1	0	SHADOW_B_ONLY
inspect-unicode	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	render-diff	1	1	1	JOINT_PASS
inspect-unicode	render-diff	1	0	0	SHADOW_A_ONLY
inspect-unicode	render-diff	0	1	0	SHADOW_B_ONLY
inspect-unicode	render-diff	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	dump-pages	1	1	1	JOINT_PASS
inspect-unicode	dump-pages	1	0	0	SHADOW_A_ONLY
inspect-unicode	dump-pages	0	1	0	SHADOW_B_ONLY
inspect-unicode	dump-pages	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	info	1	1	1	JOINT_PASS
inspect-unicode	info	1	0	0	SHADOW_A_ONLY
inspect-unicode	info	0	1	0	SHADOW_B_ONLY
inspect-unicode	info	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	inspect-hidden	1	1	1	JOINT_PASS
inspect-unicode	inspect-hidden	1	0	0	SHADOW_A_ONLY
inspect-unicode	inspect-hidden	0	1	0	SHADOW_B_ONLY
inspect-unicode	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	inspect-injection	1	1	1	JOINT_PASS
inspect-unicode	inspect-injection	1	0	0	SHADOW_A_ONLY
inspect-unicode	inspect-injection	0	1	0	SHADOW_B_ONLY
inspect-unicode	inspect-injection	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	inspect-watermark	1	1	1	JOINT_PASS
inspect-unicode	inspect-watermark	1	0	0	SHADOW_A_ONLY
inspect-unicode	inspect-watermark	0	1	0	SHADOW_B_ONLY
inspect-unicode	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	replay	1	1	1	JOINT_PASS
inspect-unicode	replay	1	0	0	SHADOW_A_ONLY
inspect-unicode	replay	0	1	0	SHADOW_B_ONLY
inspect-unicode	replay	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	audit	1	1	1	JOINT_PASS
inspect-unicode	audit	1	0	0	SHADOW_A_ONLY
inspect-unicode	audit	0	1	0	SHADOW_B_ONLY
inspect-unicode	audit	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	lineage	1	1	1	JOINT_PASS
inspect-unicode	lineage	1	0	0	SHADOW_A_ONLY
inspect-unicode	lineage	0	1	0	SHADOW_B_ONLY
inspect-unicode	lineage	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	csv-to-table-verify	1	1	1	JOINT_PASS
inspect-unicode	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
inspect-unicode	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
inspect-unicode	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
inspect-unicode	sanitize-verify	1	1	1	JOINT_PASS
inspect-unicode	sanitize-verify	1	0	0	SHADOW_A_ONLY
inspect-unicode	sanitize-verify	0	1	0	SHADOW_B_ONLY
inspect-unicode	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	ir-diff	1	1	1	JOINT_PASS
inspect-watermark	ir-diff	1	0	0	SHADOW_A_ONLY
inspect-watermark	ir-diff	0	1	0	SHADOW_B_ONLY
inspect-watermark	ir-diff	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	verify-pages	1	1	1	JOINT_PASS
inspect-watermark	verify-pages	1	0	0	SHADOW_A_ONLY
inspect-watermark	verify-pages	0	1	0	SHADOW_B_ONLY
inspect-watermark	verify-pages	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	fill-verify	1	1	1	JOINT_PASS
inspect-watermark	fill-verify	1	0	0	SHADOW_A_ONLY
inspect-watermark	fill-verify	0	1	0	SHADOW_B_ONLY
inspect-watermark	fill-verify	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	layout-anomaly	1	1	1	JOINT_PASS
inspect-watermark	layout-anomaly	1	0	0	SHADOW_A_ONLY
inspect-watermark	layout-anomaly	0	1	0	SHADOW_B_ONLY
inspect-watermark	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	render-diff	1	1	1	JOINT_PASS
inspect-watermark	render-diff	1	0	0	SHADOW_A_ONLY
inspect-watermark	render-diff	0	1	0	SHADOW_B_ONLY
inspect-watermark	render-diff	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	dump-pages	1	1	1	JOINT_PASS
inspect-watermark	dump-pages	1	0	0	SHADOW_A_ONLY
inspect-watermark	dump-pages	0	1	0	SHADOW_B_ONLY
inspect-watermark	dump-pages	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	info	1	1	1	JOINT_PASS
inspect-watermark	info	1	0	0	SHADOW_A_ONLY
inspect-watermark	info	0	1	0	SHADOW_B_ONLY
inspect-watermark	info	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	inspect-hidden	1	1	1	JOINT_PASS
inspect-watermark	inspect-hidden	1	0	0	SHADOW_A_ONLY
inspect-watermark	inspect-hidden	0	1	0	SHADOW_B_ONLY
inspect-watermark	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	inspect-injection	1	1	1	JOINT_PASS
inspect-watermark	inspect-injection	1	0	0	SHADOW_A_ONLY
inspect-watermark	inspect-injection	0	1	0	SHADOW_B_ONLY
inspect-watermark	inspect-injection	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	inspect-unicode	1	1	1	JOINT_PASS
inspect-watermark	inspect-unicode	1	0	0	SHADOW_A_ONLY
inspect-watermark	inspect-unicode	0	1	0	SHADOW_B_ONLY
inspect-watermark	inspect-unicode	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	replay	1	1	1	JOINT_PASS
inspect-watermark	replay	1	0	0	SHADOW_A_ONLY
inspect-watermark	replay	0	1	0	SHADOW_B_ONLY
inspect-watermark	replay	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	audit	1	1	1	JOINT_PASS
inspect-watermark	audit	1	0	0	SHADOW_A_ONLY
inspect-watermark	audit	0	1	0	SHADOW_B_ONLY
inspect-watermark	audit	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	lineage	1	1	1	JOINT_PASS
inspect-watermark	lineage	1	0	0	SHADOW_A_ONLY
inspect-watermark	lineage	0	1	0	SHADOW_B_ONLY
inspect-watermark	lineage	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	csv-to-table-verify	1	1	1	JOINT_PASS
inspect-watermark	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
inspect-watermark	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
inspect-watermark	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
inspect-watermark	sanitize-verify	1	1	1	JOINT_PASS
inspect-watermark	sanitize-verify	1	0	0	SHADOW_A_ONLY
inspect-watermark	sanitize-verify	0	1	0	SHADOW_B_ONLY
inspect-watermark	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
replay	ir-diff	1	1	1	JOINT_PASS
replay	ir-diff	1	0	0	SHADOW_A_ONLY
replay	ir-diff	0	1	0	SHADOW_B_ONLY
replay	ir-diff	0	0	0	JOINT_BOTH_FAIL
replay	verify-pages	1	1	1	JOINT_PASS
replay	verify-pages	1	0	0	SHADOW_A_ONLY
replay	verify-pages	0	1	0	SHADOW_B_ONLY
replay	verify-pages	0	0	0	JOINT_BOTH_FAIL
replay	fill-verify	1	1	1	JOINT_PASS
replay	fill-verify	1	0	0	SHADOW_A_ONLY
replay	fill-verify	0	1	0	SHADOW_B_ONLY
replay	fill-verify	0	0	0	JOINT_BOTH_FAIL
replay	layout-anomaly	1	1	1	JOINT_PASS
replay	layout-anomaly	1	0	0	SHADOW_A_ONLY
replay	layout-anomaly	0	1	0	SHADOW_B_ONLY
replay	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
replay	render-diff	1	1	1	JOINT_PASS
replay	render-diff	1	0	0	SHADOW_A_ONLY
replay	render-diff	0	1	0	SHADOW_B_ONLY
replay	render-diff	0	0	0	JOINT_BOTH_FAIL
replay	dump-pages	1	1	1	JOINT_PASS
replay	dump-pages	1	0	0	SHADOW_A_ONLY
replay	dump-pages	0	1	0	SHADOW_B_ONLY
replay	dump-pages	0	0	0	JOINT_BOTH_FAIL
replay	info	1	1	1	JOINT_PASS
replay	info	1	0	0	SHADOW_A_ONLY
replay	info	0	1	0	SHADOW_B_ONLY
replay	info	0	0	0	JOINT_BOTH_FAIL
replay	inspect-hidden	1	1	1	JOINT_PASS
replay	inspect-hidden	1	0	0	SHADOW_A_ONLY
replay	inspect-hidden	0	1	0	SHADOW_B_ONLY
replay	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
replay	inspect-injection	1	1	1	JOINT_PASS
replay	inspect-injection	1	0	0	SHADOW_A_ONLY
replay	inspect-injection	0	1	0	SHADOW_B_ONLY
replay	inspect-injection	0	0	0	JOINT_BOTH_FAIL
replay	inspect-unicode	1	1	1	JOINT_PASS
replay	inspect-unicode	1	0	0	SHADOW_A_ONLY
replay	inspect-unicode	0	1	0	SHADOW_B_ONLY
replay	inspect-unicode	0	0	0	JOINT_BOTH_FAIL
replay	inspect-watermark	1	1	1	JOINT_PASS
replay	inspect-watermark	1	0	0	SHADOW_A_ONLY
replay	inspect-watermark	0	1	0	SHADOW_B_ONLY
replay	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
replay	audit	1	1	1	JOINT_PASS
replay	audit	1	0	0	SHADOW_A_ONLY
replay	audit	0	1	0	SHADOW_B_ONLY
replay	audit	0	0	0	JOINT_BOTH_FAIL
replay	lineage	1	1	1	JOINT_PASS
replay	lineage	1	0	0	SHADOW_A_ONLY
replay	lineage	0	1	0	SHADOW_B_ONLY
replay	lineage	0	0	0	JOINT_BOTH_FAIL
replay	csv-to-table-verify	1	1	1	JOINT_PASS
replay	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
replay	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
replay	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
replay	sanitize-verify	1	1	1	JOINT_PASS
replay	sanitize-verify	1	0	0	SHADOW_A_ONLY
replay	sanitize-verify	0	1	0	SHADOW_B_ONLY
replay	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
audit	ir-diff	1	1	1	JOINT_PASS
audit	ir-diff	1	0	0	SHADOW_A_ONLY
audit	ir-diff	0	1	0	SHADOW_B_ONLY
audit	ir-diff	0	0	0	JOINT_BOTH_FAIL
audit	verify-pages	1	1	1	JOINT_PASS
audit	verify-pages	1	0	0	SHADOW_A_ONLY
audit	verify-pages	0	1	0	SHADOW_B_ONLY
audit	verify-pages	0	0	0	JOINT_BOTH_FAIL
audit	fill-verify	1	1	1	JOINT_PASS
audit	fill-verify	1	0	0	SHADOW_A_ONLY
audit	fill-verify	0	1	0	SHADOW_B_ONLY
audit	fill-verify	0	0	0	JOINT_BOTH_FAIL
audit	layout-anomaly	1	1	1	JOINT_PASS
audit	layout-anomaly	1	0	0	SHADOW_A_ONLY
audit	layout-anomaly	0	1	0	SHADOW_B_ONLY
audit	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
audit	render-diff	1	1	1	JOINT_PASS
audit	render-diff	1	0	0	SHADOW_A_ONLY
audit	render-diff	0	1	0	SHADOW_B_ONLY
audit	render-diff	0	0	0	JOINT_BOTH_FAIL
audit	dump-pages	1	1	1	JOINT_PASS
audit	dump-pages	1	0	0	SHADOW_A_ONLY
audit	dump-pages	0	1	0	SHADOW_B_ONLY
audit	dump-pages	0	0	0	JOINT_BOTH_FAIL
audit	info	1	1	1	JOINT_PASS
audit	info	1	0	0	SHADOW_A_ONLY
audit	info	0	1	0	SHADOW_B_ONLY
audit	info	0	0	0	JOINT_BOTH_FAIL
audit	inspect-hidden	1	1	1	JOINT_PASS
audit	inspect-hidden	1	0	0	SHADOW_A_ONLY
audit	inspect-hidden	0	1	0	SHADOW_B_ONLY
audit	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
audit	inspect-injection	1	1	1	JOINT_PASS
audit	inspect-injection	1	0	0	SHADOW_A_ONLY
audit	inspect-injection	0	1	0	SHADOW_B_ONLY
audit	inspect-injection	0	0	0	JOINT_BOTH_FAIL
audit	inspect-unicode	1	1	1	JOINT_PASS
audit	inspect-unicode	1	0	0	SHADOW_A_ONLY
audit	inspect-unicode	0	1	0	SHADOW_B_ONLY
audit	inspect-unicode	0	0	0	JOINT_BOTH_FAIL
audit	inspect-watermark	1	1	1	JOINT_PASS
audit	inspect-watermark	1	0	0	SHADOW_A_ONLY
audit	inspect-watermark	0	1	0	SHADOW_B_ONLY
audit	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
audit	replay	1	1	1	JOINT_PASS
audit	replay	1	0	0	SHADOW_A_ONLY
audit	replay	0	1	0	SHADOW_B_ONLY
audit	replay	0	0	0	JOINT_BOTH_FAIL
audit	lineage	1	1	1	JOINT_PASS
audit	lineage	1	0	0	SHADOW_A_ONLY
audit	lineage	0	1	0	SHADOW_B_ONLY
audit	lineage	0	0	0	JOINT_BOTH_FAIL
audit	csv-to-table-verify	1	1	1	JOINT_PASS
audit	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
audit	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
audit	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
audit	sanitize-verify	1	1	1	JOINT_PASS
audit	sanitize-verify	1	0	0	SHADOW_A_ONLY
audit	sanitize-verify	0	1	0	SHADOW_B_ONLY
audit	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
lineage	ir-diff	1	1	1	JOINT_PASS
lineage	ir-diff	1	0	0	SHADOW_A_ONLY
lineage	ir-diff	0	1	0	SHADOW_B_ONLY
lineage	ir-diff	0	0	0	JOINT_BOTH_FAIL
lineage	verify-pages	1	1	1	JOINT_PASS
lineage	verify-pages	1	0	0	SHADOW_A_ONLY
lineage	verify-pages	0	1	0	SHADOW_B_ONLY
lineage	verify-pages	0	0	0	JOINT_BOTH_FAIL
lineage	fill-verify	1	1	1	JOINT_PASS
lineage	fill-verify	1	0	0	SHADOW_A_ONLY
lineage	fill-verify	0	1	0	SHADOW_B_ONLY
lineage	fill-verify	0	0	0	JOINT_BOTH_FAIL
lineage	layout-anomaly	1	1	1	JOINT_PASS
lineage	layout-anomaly	1	0	0	SHADOW_A_ONLY
lineage	layout-anomaly	0	1	0	SHADOW_B_ONLY
lineage	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
lineage	render-diff	1	1	1	JOINT_PASS
lineage	render-diff	1	0	0	SHADOW_A_ONLY
lineage	render-diff	0	1	0	SHADOW_B_ONLY
lineage	render-diff	0	0	0	JOINT_BOTH_FAIL
lineage	dump-pages	1	1	1	JOINT_PASS
lineage	dump-pages	1	0	0	SHADOW_A_ONLY
lineage	dump-pages	0	1	0	SHADOW_B_ONLY
lineage	dump-pages	0	0	0	JOINT_BOTH_FAIL
lineage	info	1	1	1	JOINT_PASS
lineage	info	1	0	0	SHADOW_A_ONLY
lineage	info	0	1	0	SHADOW_B_ONLY
lineage	info	0	0	0	JOINT_BOTH_FAIL
lineage	inspect-hidden	1	1	1	JOINT_PASS
lineage	inspect-hidden	1	0	0	SHADOW_A_ONLY
lineage	inspect-hidden	0	1	0	SHADOW_B_ONLY
lineage	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
lineage	inspect-injection	1	1	1	JOINT_PASS
lineage	inspect-injection	1	0	0	SHADOW_A_ONLY
lineage	inspect-injection	0	1	0	SHADOW_B_ONLY
lineage	inspect-injection	0	0	0	JOINT_BOTH_FAIL
lineage	inspect-unicode	1	1	1	JOINT_PASS
lineage	inspect-unicode	1	0	0	SHADOW_A_ONLY
lineage	inspect-unicode	0	1	0	SHADOW_B_ONLY
lineage	inspect-unicode	0	0	0	JOINT_BOTH_FAIL
lineage	inspect-watermark	1	1	1	JOINT_PASS
lineage	inspect-watermark	1	0	0	SHADOW_A_ONLY
lineage	inspect-watermark	0	1	0	SHADOW_B_ONLY
lineage	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
lineage	replay	1	1	1	JOINT_PASS
lineage	replay	1	0	0	SHADOW_A_ONLY
lineage	replay	0	1	0	SHADOW_B_ONLY
lineage	replay	0	0	0	JOINT_BOTH_FAIL
lineage	audit	1	1	1	JOINT_PASS
lineage	audit	1	0	0	SHADOW_A_ONLY
lineage	audit	0	1	0	SHADOW_B_ONLY
lineage	audit	0	0	0	JOINT_BOTH_FAIL
lineage	csv-to-table-verify	1	1	1	JOINT_PASS
lineage	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
lineage	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
lineage	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
lineage	sanitize-verify	1	1	1	JOINT_PASS
lineage	sanitize-verify	1	0	0	SHADOW_A_ONLY
lineage	sanitize-verify	0	1	0	SHADOW_B_ONLY
lineage	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	ir-diff	1	1	1	JOINT_PASS
csv-to-table-verify	ir-diff	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	ir-diff	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	ir-diff	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	verify-pages	1	1	1	JOINT_PASS
csv-to-table-verify	verify-pages	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	verify-pages	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	verify-pages	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	fill-verify	1	1	1	JOINT_PASS
csv-to-table-verify	fill-verify	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	fill-verify	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	fill-verify	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	layout-anomaly	1	1	1	JOINT_PASS
csv-to-table-verify	layout-anomaly	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	layout-anomaly	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	render-diff	1	1	1	JOINT_PASS
csv-to-table-verify	render-diff	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	render-diff	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	render-diff	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	dump-pages	1	1	1	JOINT_PASS
csv-to-table-verify	dump-pages	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	dump-pages	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	dump-pages	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	info	1	1	1	JOINT_PASS
csv-to-table-verify	info	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	info	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	info	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	inspect-hidden	1	1	1	JOINT_PASS
csv-to-table-verify	inspect-hidden	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	inspect-hidden	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	inspect-injection	1	1	1	JOINT_PASS
csv-to-table-verify	inspect-injection	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	inspect-injection	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	inspect-injection	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	inspect-unicode	1	1	1	JOINT_PASS
csv-to-table-verify	inspect-unicode	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	inspect-unicode	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	inspect-unicode	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	inspect-watermark	1	1	1	JOINT_PASS
csv-to-table-verify	inspect-watermark	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	inspect-watermark	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	replay	1	1	1	JOINT_PASS
csv-to-table-verify	replay	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	replay	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	replay	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	audit	1	1	1	JOINT_PASS
csv-to-table-verify	audit	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	audit	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	audit	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	lineage	1	1	1	JOINT_PASS
csv-to-table-verify	lineage	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	lineage	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	lineage	0	0	0	JOINT_BOTH_FAIL
csv-to-table-verify	sanitize-verify	1	1	1	JOINT_PASS
csv-to-table-verify	sanitize-verify	1	0	0	SHADOW_A_ONLY
csv-to-table-verify	sanitize-verify	0	1	0	SHADOW_B_ONLY
csv-to-table-verify	sanitize-verify	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	ir-diff	1	1	1	JOINT_PASS
sanitize-verify	ir-diff	1	0	0	SHADOW_A_ONLY
sanitize-verify	ir-diff	0	1	0	SHADOW_B_ONLY
sanitize-verify	ir-diff	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	verify-pages	1	1	1	JOINT_PASS
sanitize-verify	verify-pages	1	0	0	SHADOW_A_ONLY
sanitize-verify	verify-pages	0	1	0	SHADOW_B_ONLY
sanitize-verify	verify-pages	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	fill-verify	1	1	1	JOINT_PASS
sanitize-verify	fill-verify	1	0	0	SHADOW_A_ONLY
